"gene"	"ann"	"ara"	"max"	"tmax"	"tmin"	"pos"	"per"	"reanno"	"par"	"fix"
"yhiS"	"missense"	"p6"	1	14500	1500	3582530	84	"ECB_03353"	7	3
"yhiS"	"missense"	"p6"	0.0576923076923	24000	5500	3582618	13	"ECB_03353"	7	3
"yhiS"	"missense"	"p6"	0.0530973451327	30000	18000	3582622	13	"ECB_03353"	7	3
"yhiS"	"missense"	"p6"	0.0114285714286	48000	45000	3582719	4	"ECB_03353"	7	3
"yhiS"	"missense"	"p6"	0.715447154472	42500	24000	3582809	7	"ECB_03353"	7	3
"yhiS"	"missense"	"p6"	0.0222222222222	29000	13500	3583065	4	"ECB_03353"	7	3
"yhiS"	"missense"	"p6"	0.477272727273	24000	6000	3583072	10	"ECB_03353"	7	3
"yhiS"	"missense"	"p6"	0.216417910448	10500	9500	3583094	11	"ECB_03353"	7	3
"yhiF"	"promoter"	"p6"	0.94776119403	33500	8000	3584136	49	"IR2880"	3	0
"yhiD"	"missense"	"p6"	0.106557377049	8500	7500	3584862	12	"yhiD"	2	0
"yhiD"	"missense"	"p6"	0.0940170940171	14000	3500	3584941	11	"yhiD"	2	0
"yhiD"	"missense"	"p6"	0.6953125	41500	6500	3585034	39	"yhiD"	2	0
"hdeB"	"missense"	"p6"	1	18500	9000	3585570	78	"hdeB"	4	1
"hdeB"	"missense"	"p6"	0.0285714285714	20500	3000	3585575	8	"hdeB"	4	1
"hdeD"	"missense"	"p6"	0.134146341463	38000	20000	3586607	20	"hdeD"	3	0
"hdeD"	"missense"	"p6"	0.0660377358491	31000	30000	3586660	6	"hdeD"	3	0
"hdeD"	"missense"	"p6"	0.142857142857	26500	1000	3586848	14	"hdeD"	3	0
"hdeD"	"missense"	"p6"	0.0588235294118	20500	20500	3586919	20	"hdeD"	3	0
"intergenic"	"intergenic"	"p6"	0.0721649484536	33000	19500	3587158	24	"IR2885"	2	0
"intergenic"	"intergenic"	"p6"	0.0759493670886	50000	18500	3587175	12	"IR2885"	2	0
"intergenic"	"intergenic"	"p6"	0.0671641791045	25000	4000	3587722	10	"IR2885"	2	0
"yhiE"	"promoter"	"p6"	0.908108108108	42500	19000	3587805	25	"IR2885"	2	0
"yhiE"	"missense"	"p6"	0.137254901961	7500	500	3588128	39	"gadE"	5	2
"yhiE"	"missense"	"p6"	0.274725274725	35500	25500	3588170	10	"gadE"	5	2
"yhiU"	"missense"	"p6"	0.986666666667	33500	17500	3589111	52	"mdtE"	4	1
"yhiU"	"missense"	"p6"	0.707692307692	10000	9500	3589365	15	"mdtE"	4	1
"yhiU"	"missense"	"p6"	0.15625	42500	6500	3589737	12	"mdtE"	4	1
"yhiV"	"missense"	"p6"	0.168674698795	7500	500	3590956	43	"mdtF"	7	2
"yhiV"	"missense"	"p6"	0.0588235294118	38000	3000	3591174	17	"mdtF"	7	2
"yhiV"	"missense"	"p6"	0.967213114754	45500	10000	3591216	39	"mdtF"	7	2
"yhiV"	"missense"	"p6"	0.05	21500	21500	3591244	17	"mdtF"	7	2
"yhiV"	"missense"	"p6"	0.0606060606061	46500	11500	3591271	13	"mdtF"	7	2
"yhiV"	"missense"	"p6"	0.0625	21000	4500	3591383	12	"mdtF"	7	2
"yhiV"	"missense"	"p6"	0.11320754717	37500	20500	3591392	21	"mdtF"	7	2
"yhiV"	"missense"	"p6"	0.0736842105263	47000	7000	3591805	14	"mdtF"	7	2
"yhiV"	"missense"	"p6"	0.111111111111	19000	1000	3592602	67	"mdtF"	7	2
"yhiV"	"missense"	"p6"	0.0714285714286	22000	12000	3592605	47	"mdtF"	7	2
"yhiV"	"missense"	"p6"	0.0714285714286	22000	1000	3592606	42	"mdtF"	7	2
"yhiV"	"missense"	"p6"	0.0357142857143	22500	10500	3592607	33	"mdtF"	7	2
"yhiV"	"missense"	"p6"	0.0581395348837	37500	1000	3592615	29	"mdtF"	7	2
"yhiV"	"missense"	"p6"	0.047619047619	28000	10500	3592617	27	"mdtF"	7	2
"yhiV"	"missense"	"p6"	0.051724137931	40000	1000	3592620	29	"mdtF"	7	2
"yhiV"	"missense"	"p6"	0.0294117647059	23500	1000	3592621	27	"mdtF"	7	2
"yhiV"	"missense"	"p6"	0.0510204081633	45000	1000	3592960	19	"mdtF"	7	2
"yhiW"	"missense"	"p6"	0.990654205607	45500	23500	3593755	35	"gadW"	5	1
"yhiW"	"missense"	"p6"	1	18500	12500	3593898	76	"gadW"	5	1
"yhiW"	"missense"	"p6"	0.0615384615385	30500	23500	3593915	6	"gadW"	5	1
"yhiW"	"nonsense"	"p6"	0.0891089108911	14500	13500	3593925	9	"gadW"	5	1
"yhiW"	"missense"	"p6"	0.020942408377	50000	2000	3594020	11	"gadW"	5	1
"yhiW"	"missense"	"p6"	0.0526315789474	19500	17500	3594031	15	"gadW"	5	1
"gadX"	"missense"	"p6"	0.138888888889	27000	17500	3594559	9	"gadX"	3	0
"gadX"	"missense"	"p6"	0.462686567164	46000	33000	3594608	12	"gadX"	3	0
"gadX"	"nonsense"	"p6"	0.492957746479	39500	2500	3594937	21	"gadX"	3	0
"intergenic"	"intergenic"	"p6"	0.0548780487805	42000	10500	3595499	10	"IR2891"	4	0
"gadA"	"missense"	"p6"	0.0840336134454	37000	3500	3595783	10	"gadA"	4	1
"gadA"	"missense"	"p6"	0.0614035087719	15000	7500	3595870	14	"gadA"	4	1
"gadA"	"missense"	"p6"	0.0672268907563	9500	8500	3596423	15	"gadA"	4	1
"gadA"	"missense"	"p6"	1	45500	26000	3596542	34	"gadA"	4	1
"gadA"	"missense"	"p6"	1	45000	44500	3596657	6	"gadA"	4	1
"gadA"	"missense"	"p6"	0.36170212766	18500	13500	3596936	11	"gadA"	4	1
"gadA"	"missense"	"p6"	0.752380952381	12000	11500	3596943	12	"gadA"	4	1
"yhjA"	"missense"	"p6"	0.0178571428571	30500	30500	3597762	1	"yhjA"	6	1
"yhjA"	"missense"	"p6"	0.232142857143	10000	9500	3597842	6	"yhjA"	6	1
"yhjA"	"frameshift"	"p6"	0.134831460674	15500	500	3598029	38	"yhjA"	6	1
"yhjA"	"missense"	"p6"	0.234482758621	16500	1000	3598073	13	"yhjA"	6	1
"yhjA"	"missense"	"p6"	0.078431372549	38500	1000	3598144	16	"yhjA"	6	1
"yhjA"	"missense"	"p6"	0.592592592593	21000	500	3598364	14	"yhjA"	6	1
"yhjA"	"missense"	"p6"	0.0824742268041	36500	6000	3598422	16	"yhjA"	6	1
"yhjA"	"missense"	"p6"	0.0753768844221	38500	12500	3598624	15	"yhjA"	6	1
"intergenic"	"intergenic"	"p6"	0.0555555555556	46000	7000	3598797	13	"IR2893"	2	0
"treF"	"missense"	"p6"	0.0609756097561	33500	1000	3599364	9	"treF"	6	2
"treF"	"missense"	"p6"	0.674242424242	42500	7500	3599618	15	"treF"	6	2
"treF"	"missense"	"p6"	0.988505747126	45500	10500	3599871	49	"treF"	6	2
"treF"	"missense"	"p6"	1	17500	10500	3600030	80	"treF"	6	2
"treF"	"missense"	"p6"	0.151515151515	33500	24000	3600174	27	"treF"	6	2
"treF"	"missense"	"p6"	1	18500	15500	3600263	69	"treF"	6	2
"treF"	"missense"	"p6"	0.1	30500	22500	3600338	10	"treF"	6	2
"treF"	"missense"	"p6"	0.836363636364	49500	500	3600351	31	"treF"	6	2
"treF"	"missense"	"p6"	0.0631578947368	17000	17000	3600683	12	"treF"	6	2
"yhjB"	"missense"	"p6"	0.25	7000	500	3600872	35	"yhjB"	3	1
"yhjB"	"missense"	"p6"	0.126582278481	33500	15500	3600979	28	"yhjB"	3	1
"yhjB"	"missense"	"p6"	0.963768115942	49500	12000	3601376	24	"yhjB"	3	1
"intergenic"	"intergenic"	"p6"	0.0816326530612	15000	13500	3601518	7	"IR2895"	2	1
"yhjC"	"promoter"	"p6"	0.0123456790123	25500	25500	3601739	4	"IR2895"	2	1
"yhjC"	"missense"	"p6"	0.133333333333	5000	500	3602360	39	"yhjC"	3	1
"yhjC"	"missense"	"p6"	0.196721311475	31000	29500	3602635	17	"yhjC"	3	1
"yhjD"	"missense"	"p6"	0.169230769231	36500	1000	3602885	17	"yhjD"	3	2
"yhjD"	"missense"	"p6"	0.175	4500	500	3603217	38	"yhjD"	3	2
"yhjD"	"missense"	"p6"	0.149425287356	12500	500	3603223	13	"yhjD"	3	2
"yhjD"	"missense"	"p6"	0.0344827586207	24500	4000	3603238	21	"yhjD"	3	2
"yhjD"	"missense"	"p6"	0.970149253731	49500	33500	3603411	26	"yhjD"	3	2
"yhjD"	"missense"	"p6"	1	18500	11500	3603684	77	"yhjD"	3	2
"intergenic"	"intergenic"	"p6"	1	45500	12500	3604001	36	"IR2897"	2	1
"yhjE"	"promoter"	"p6"	0.0112359550562	33500	33500	3604188	3	"IR2897"	2	1
"yhjE"	"promoter"	"p6"	0.921985815603	49500	7500	3604264	21	"IR2897"	2	1
"yhjE"	"missense"	"p6"	0.0555555555556	21500	21500	3604374	15	"yhjE"	3	0
"yhjE"	"missense"	"p6"	0.892857142857	49500	15500	3604595	32	"yhjE"	3	0
"yhjE"	"nonsense"	"p6"	0.0620689655172	43500	1500	3604919	26	"yhjE"	3	0
"yhjE"	"missense"	"p6"	0.0705882352941	36500	13000	3605463	19	"yhjE"	3	0
"yhjE"	"missense"	"p6"	0.0571428571429	21000	1000	3605500	21	"yhjE"	3	0
"yhjE"	"missense"	"p6"	0.0666666666667	21000	1000	3605518	25	"yhjE"	3	0
"yhjG"	"missense"	"p6"	1	45500	1000	3606239	39	"yhjG"	6	2
"yhjG"	"missense"	"p6"	0.0980392156863	41500	500	3606406	22	"yhjG"	6	2
"yhjG"	"missense"	"p6"	0.25	16500	16000	3607218	4	"yhjG"	6	2
"yhjG"	"missense"	"p6"	0.106382978723	41500	21500	3607227	7	"yhjG"	6	2
"yhjG"	"missense"	"p6"	1	18000	1000	3607721	88	"yhjG"	6	2
"yhjH"	"missense"	"p6"	0.982456140351	45500	27500	3608102	45	"yhjH"	4	0
"yhjH"	"promoter"	"p6"	0.0818181818182	25000	23000	3608698	11	"ESCRE3603"	2	1
"yhjH"	"promoter"	"p6"	1	46000	14500	3608775	49	"ESCRE3603"	2	1
"kdgK"	"missense"	"p6"	0.176470588235	28000	24500	3609209	30	"kdgK"	4	0
"yhjJ"	"missense"	"p6"	0.07	46500	1000	3609964	24	"yhjJ"	6	4
"yhjJ"	"missense"	"p6"	0.512195121951	43500	1000	3610241	14	"yhjJ"	6	4
"yhjJ"	"missense"	"p6"	0.0298507462687	23000	1000	3610372	12	"yhjJ"	6	4
"yhjJ"	"missense"	"p6"	0.124087591241	1500	500	3610447	36	"yhjJ"	6	4
"yhjJ"	"missense"	"p6"	1	45500	20000	3610608	37	"yhjJ"	6	4
"yhjJ"	"missense"	"p6"	0.0909090909091	19500	12000	3610760	13	"yhjJ"	6	4
"dctA"	"missense"	"p6"	0.979166666667	49500	18500	3612035	46	"dctA"	4	0
"dctA"	"missense"	"p6"	0.113636363636	19500	18500	3612435	13	"dctA"	4	0
"dctA"	"missense"	"p6"	0.153846153846	15500	500	3612444	38	"dctA"	4	0
"dctA"	"promoter"	"p6"	0.136363636364	33500	5500	3613023	49	"IR2903"	6	2
"yhjK"	"missense"	"p6"	0.137254901961	36500	1000	3613837	22	"yhjK"	7	0
"yhjK"	"missense"	"p6"	0.41935483871	13500	12500	3614125	16	"yhjK"	7	0
"yhjK"	"missense"	"p6"	0.294117647059	45500	9000	3614642	12	"yhjK"	7	0
"yhjK"	"missense"	"p6"	0.0588235294118	28000	19500	3614966	15	"yhjK"	7	0
"bcsC"	"missense"	"p6"	0.727272727273	45500	21500	3615298	20	"bcsC"	6	1
"bcsC"	"missense"	"p6"	0.047619047619	20500	20500	3615908	7	"bcsC"	6	1
"bcsC"	"missense"	"p6"	0.0625	28000	1000	3616036	36	"bcsC"	6	1
"bcsC"	"missense"	"p6"	0.0948905109489	42500	1000	3616904	15	"bcsC"	6	1
"bcsC"	"missense"	"p6"	0.0588235294118	28500	2500	3617642	28	"bcsC"	6	1
"bcsC"	"missense"	"p6"	0.15	21000	500	3617798	82	"bcsC"	6	1
"bcsC"	"missense"	"p6"	0.0731707317073	11000	9500	3618316	8	"bcsC"	6	1
"bcsC"	"missense"	"p6"	0.0533333333333	18500	13000	3618526	12	"bcsC"	6	1
"bcsZ"	"missense"	"p6"	0.0512820512821	46000	18500	3619239	15	"bcsZ"	5	0
"bcsZ"	"missense"	"p6"	0.0444444444444	21500	11500	3619648	6	"bcsZ"	5	0
"bcsZ"	"missense"	"p6"	0.1	21000	10500	3619738	14	"bcsZ"	5	0
"yhjN"	"missense"	"p6"	0.182926829268	10500	1000	3620050	10	"bcsB"	6	2
"yhjN"	"missense"	"p6"	0.130952380952	39500	20000	3620281	14	"bcsB"	6	2
"yhjN"	"missense"	"p6"	0.0555555555556	28000	25000	3620393	11	"bcsB"	6	2
"yhjN"	"missense"	"p6"	1	30500	500	3620576	56	"bcsB"	6	2
"yhjN"	"missense"	"p6"	0.08	28000	21500	3620614	13	"bcsB"	6	2
"yhjN"	"missense"	"p6"	0.0133333333333	27000	1000	3621061	10	"bcsB"	6	2
"yhjN"	"missense"	"p6"	0.0625	28000	17000	3621159	22	"bcsB"	6	2
"yhjN"	"missense"	"p6"	0.106382978723	24000	9000	3621603	20	"bcsB"	6	2
"yhjN"	"missense"	"p6"	0.056338028169	23500	7000	3621840	15	"bcsB"	6	2
"yhjN"	"missense"	"p6"	0.509615384615	43500	25500	3621929	6	"bcsB"	6	2
"yhjO"	"missense"	"p6"	0.142857142857	30500	12000	3624187	16	"bcsA"	6	2
"yhjO"	"missense"	"p6"	1	21500	3000	3624199	63	"bcsA"	6	2
"yhjO"	"nonsense"	"p6"	0.954022988506	49500	29500	3624238	20	"bcsA"	6	2
"yhjQ"	"missense"	"p6"	0.102272727273	32000	25000	3624881	8	"ECB_03382"	6	0
"yhjQ"	"nonsense"	"p6"	0.705882352941	41500	5000	3625104	16	"ECB_03382"	6	0
"intergenic"	"intergenic"	"p6"	0.185567010309	48500	18500	3625594	20	"yhjR"	3	1
"yhjS"	"missense"	"p6"	1	21500	3500	3626348	63	"bcsE"	2	1
"yhjS"	"missense"	"p6"	0.183908045977	11500	11000	3626379	8	"bcsE"	2	1
"yhjS"	"missense"	"p6"	0.0689655172414	8500	1000	3626419	8	"bcsE"	2	1
"yhjS"	"missense"	"p6"	0.44	19000	1000	3627059	23	"bcsE"	2	1
"yhjU"	"missense"	"p6"	0.03125	25000	19500	3628180	11	"bcsG"	4	1
"yhjU"	"missense"	"p6"	0.265306122449	41000	2000	3628539	15	"bcsG"	4	1
"yhjU"	"nonsense"	"p6"	1	14000	5500	3628908	90	"bcsG"	4	1
"yhjU"	"missense"	"p6"	0.539325842697	6500	1000	3629126	17	"bcsG"	4	1
"intergenic"	"intergenic"	"p6"	0.0833333333333	21500	1000	3629806	16	"IR2910"	4	0
"intergenic"	"intergenic"	"p6"	0.285714285714	41500	1000	3629909	34	"ESCRE3618"	3	0
"intergenic"	"intergenic"	"p6"	0.0526315789474	11000	10500	3630271	7	"IR2912"	3	0
"intergenic"	"intergenic"	"p6"	0.2	24000	23000	3630361	11	"IR2912"	3	0
"ldrD"	"promoter"	"p6"	0.152941176471	11000	500	3630558	43	"IR2913"	3	1
"ldrD"	"promoter"	"p6"	0.207792207792	11000	500	3630567	55	"IR2913"	3	1
"intergenic"	"intergenic"	"p6"	0.0704225352113	13500	12500	3630661	12	"IR2913"	3	1
"yhjV"	"missense"	"p6"	0.0714285714286	36000	1000	3631393	17	"yhjV"	4	0
"yhjV"	"missense"	"p6"	0.0714285714286	34000	18500	3631577	29	"yhjV"	4	0
"yhjV"	"missense"	"p6"	0.396825396825	39500	6500	3631934	18	"yhjV"	4	0
"yhjV"	"missense"	"p6"	0.898876404494	45500	1000	3632191	29	"yhjV"	4	0
"dppF"	"missense"	"p6"	0.05	41500	3000	3632923	13	"dppF"	3	0
"dppD"	"missense"	"p6"	0.5	23500	23000	3633697	10	"dppD"	5	1
"dppD"	"missense"	"p6"	0.05	45000	1000	3633771	21	"dppD"	5	1
"dppD"	"missense"	"p6"	1	27500	4500	3633781	55	"dppD"	5	1
"dppD"	"missense"	"p6"	0.173076923077	9000	8500	3634231	9	"dppD"	5	1
"dppD"	"missense"	"p6"	0.0714285714286	26500	2500	3634282	19	"dppD"	5	1
"dppC"	"nonsense"	"p6"	0.948717948718	49500	3000	3634318	16	"dppC"	4	2
"dppC"	"missense"	"p6"	0.218181818182	7000	500	3634534	40	"dppC"	4	2
"dppC"	"missense"	"p6"	0.08	21500	9500	3634564	12	"dppC"	4	2
"dppC"	"missense"	"p6"	1	18500	13500	3635142	74	"dppC"	4	2
"dppB"	"missense"	"p6"	0.0666666666667	21500	18500	3635507	15	"dppB"	7	4
"dppB"	"missense"	"p6"	0.0545454545455	24500	24500	3635633	16	"dppB"	7	4
"dppB"	"missense"	"p6"	1	18500	1000	3635836	69	"dppB"	7	4
"dppB"	"missense"	"p6"	0.188405797101	24000	22500	3635904	17	"dppB"	7	4
"dppB"	"missense"	"p6"	0.162790697674	4000	500	3635954	40	"dppB"	7	4
"dppB"	"missense"	"p6"	1	33500	20000	3635962	52	"dppB"	7	4
"dppB"	"missense"	"p6"	0.0555555555556	19000	1000	3636116	28	"dppB"	7	4
"intergenic"	"intergenic"	"p6"	0.0177777777778	43000	25000	3636413	16	"IR2918"	3	1
"dppA"	"missense"	"p6"	0.134328358209	30500	6000	3636609	34	"dppA"	5	3
"dppA"	"missense"	"p6"	1	19000	11000	3636792	79	"dppA"	5	3
"dppA"	"missense"	"p6"	0.114285714286	12500	11000	3637008	13	"dppA"	5	3
"dppA"	"missense"	"p6"	0.753731343284	42500	1000	3637229	13	"dppA"	5	3
"dppA"	"missense"	"p6"	0.984126984127	45500	23500	3637304	48	"dppA"	5	3
"dppA"	"nonsense"	"p6"	0.747899159664	42500	8000	3637510	13	"dppA"	5	3
"dppA"	"missense"	"p6"	0.2	7500	500	3637934	39	"dppA"	5	3
"dppA"	"nonsense"	"p6"	0.707317073171	46000	30000	3638005	14	"dppA"	5	3
"intergenic"	"intergenic"	"p6"	0.222222222222	31000	12500	3638383	11	"IR2919"	5	0
"intergenic"	"intergenic"	"p6"	0.0263157894737	16500	2500	3638640	8	"IR2919"	5	0
"intergenic"	"intergenic"	"p6"	0.469230769231	43500	9500	3638808	16	"IR2919"	5	0
"yhjW"	"missense"	"p6"	0.891719745223	42500	1000	3639643	34	"eptB"	6	2
"yhjW"	"frameshift"	"p6"	0.133802816901	3500	500	3640013	32	"eptB"	6	2
"yhjW"	"missense"	"p6"	1	21500	1000	3640382	63	"eptB"	6	2
"yhjW"	"missense"	"p6"	0.0833333333333	21000	500	3640410	17	"eptB"	6	2
"yhjW"	"missense"	"p6"	0.0142857142857	22500	22500	3640641	7	"eptB"	6	2
"yhjX"	"missense"	"p6"	0.765432098765	41500	30500	3642450	27	"yhjX"	5	1
"intergenic"	"intergenic"	"p6"	0.0540540540541	26000	23000	3642576	8	"IR2923"	2	0
"intergenic"	"intergenic"	"p6"	0.946564885496	49500	27500	3642646	38	"IR2923"	2	0
"yhjY"	"missense"	"p6"	0.0645161290323	46000	1000	3642706	16	"yhjY"	3	1
"yhjY"	"missense"	"p6"	0.0178571428571	21500	1000	3642741	11	"yhjY"	3	1
"yhjY"	"missense"	"p6"	0.183823529412	13000	12500	3642751	15	"yhjY"	3	1
"yhjY"	"missense"	"p6"	0.0505050505051	46500	5000	3642912	21	"yhjY"	3	1
"yhjY"	"missense"	"p6"	0.027027027027	22000	18500	3643085	15	"yhjY"	3	1
"yhjY"	"missense"	"p6"	0.116279069767	22000	1000	3643147	16	"yhjY"	3	1
"tag"	"missense"	"p6"	0.42735042735	39000	1500	3643633	27	"tag"	3	0
"tag"	"nonsense"	"p6"	0.0952380952381	20000	3000	3643717	23	"tag"	3	0
"yiaC"	"missense"	"p6"	0.920353982301	49500	7000	3644135	26	"yiaC"	2	0
"bisC"	"missense"	"p6"	0.467889908257	43500	20500	3644597	14	"bisC"	4	0
"bisC"	"missense"	"p6"	0.702898550725	42500	7500	3644687	9	"bisC"	4	0
"bisC"	"missense"	"p6"	0.105263157895	22000	1000	3644878	11	"bisC"	4	0
"bisC"	"missense"	"p6"	0.914634146341	49500	3500	3645653	16	"bisC"	4	0
"bisC"	"missense"	"p6"	0.16	28000	11500	3645760	15	"bisC"	4	0
"bisC"	"missense"	"p6"	0.275862068966	16500	500	3645804	22	"bisC"	4	0
"bisC"	"missense"	"p6"	0.0655737704918	41000	34000	3645905	10	"bisC"	4	0
"bisC"	"missense"	"p6"	0.02	48500	43000	3645925	2	"bisC"	4	0
"bisC"	"missense"	"p6"	0.0803571428571	35500	29000	3646279	13	"bisC"	4	0
"bisC"	"missense"	"p6"	0.979166666667	45500	14500	3646671	38	"bisC"	4	0
"bisC"	"missense"	"p6"	0.711711711712	42500	2000	3646748	13	"bisC"	4	0
"bisC"	"promoter"	"p6"	0.724137931034	12000	12000	3646823	15	"IR2925"	2	1
"yiaD"	"promoter"	"p6"	1	15500	4000	3646954	88	"IR2925"	2	1
"yiaD"	"missense"	"p6"	1	46000	19000	3647338	38	"yiaD"	4	1
"yiaD"	"missense"	"p6"	0.159722222222	49000	27000	3647419	14	"yiaD"	4	1
"tkrA"	"nonsense"	"p6"	0.162162162162	27500	23500	3647913	8	"tiaE"	3	0
"tkrA"	"nonsense"	"p6"	0.0754716981132	16500	15500	3648289	14	"tiaE"	3	0
"yiaF"	"promoter"	"p6"	0.768421052632	41000	37000	3649554	13	"IR2928"	2	0
"yiaG"	"missense"	"p6"	0.0970873786408	36500	15500	3650051	15	"yiaG"	2	0
"cspA"	"missense"	"p6"	0.254716981132	16500	14500	3650588	11	"cspA"	2	0
"intergenic"	"intergenic"	"p6"	0.160839160839	42500	42500	3650732	4	"IR2930"	2	1
"intergenic"	"intergenic"	"p6"	0.0526315789474	46500	34500	3650841	9	"IR2930"	2	1
"intergenic"	"intergenic"	"p6"	0.270833333333	20500	14500	3652534	12	"IR2932"	3	0
"glyS"	"missense"	"p6"	1	27000	1000	3652928	58	"glyS"	3	1
"glyS"	"missense"	"p6"	0.324324324324	16500	16000	3653706	7	"glyS"	3	1
"glyS"	"missense"	"p6"	0.125	27000	25000	3654053	11	"glyS"	3	1
"glyS"	"missense"	"p6"	0.109090909091	30500	11500	3654256	12	"glyS"	3	1
"glyQ"	"missense"	"p6"	1	27500	1000	3654869	54	"glyQ"	3	1
"glyQ"	"missense"	"p6"	0.25974025974	9000	1000	3655676	23	"glyQ"	3	1
"yiaH"	"missense"	"p6"	0.918238993711	49500	6000	3655923	50	"ysaB"	3	1
"yiaH"	"promoter"	"p6"	0.0673575129534	49000	11000	3656263	13	"IR2935"	2	0
"intergenic"	"intergenic"	"p6"	1	25500	6000	3656395	60	"yiaH"	5	1
"intergenic"	"intergenic"	"p6"	0.0833333333333	19000	2000	3657330	11	"yiaH"	5	1
"intergenic"	"intergenic"	"p6"	0.923076923077	49500	24000	3657331	40	"yiaH"	5	1
"xylB"	"missense"	"p6"	0.0322580645161	20500	20500	3658512	14	"xylB"	4	1
"xylB"	"missense"	"p6"	0.0597014925373	29000	1000	3658567	21	"xylB"	4	1
"xylB"	"missense"	"p6"	0.0588235294118	23000	1000	3658823	15	"xylB"	4	1
"xylB"	"missense"	"p6"	0.984848484848	45500	15000	3658836	36	"xylB"	4	1
"xylB"	"missense"	"p6"	1	18500	500	3658908	92	"xylB"	4	1
"xylB"	"missense"	"p6"	1	18500	1000	3659660	72	"xylB"	4	1
"xylA"	"missense"	"p6"	1	18500	1000	3660445	92	"xylA"	5	2
"xylA"	"missense"	"p6"	0.245283018868	40000	12500	3660862	16	"xylA"	5	2
"xylA"	"missense"	"p6"	0.05	22500	3500	3660965	17	"xylA"	5	2
"xylA"	"missense"	"p6"	0.051724137931	40000	1000	3661031	20	"xylA"	5	2
"xylA"	"promoter"	"p6"	0.433333333333	12500	12000	3661293	19	"IR2940"	3	1
"xylF"	"promoter"	"p6"	0.497630331754	44000	4000	3661583	11	"IR2940"	3	1
"xylF"	"missense"	"p6"	1	18500	11000	3661859	70	"xylF"	3	2
"xylF"	"nonsense"	"p6"	0.047619047619	26000	1000	3662277	13	"xylF"	3	2
"xylF"	"missense"	"p6"	0.197183098592	36500	18500	3662310	18	"xylF"	3	2
"xylF"	"missense"	"p6"	0.157303370787	15500	500	3662390	38	"xylF"	3	2
"xylF"	"missense"	"p6"	0.0617283950617	47000	32500	3662514	10	"xylF"	3	2
"xylG"	"missense"	"p6"	0.616822429907	50000	20500	3662730	11	"xylG#1"	4	1
"xylG"	"missense"	"p6"	1	19000	12500	3662814	76	"xylG#1"	4	1
"xylG"	"missense"	"p6"	0.018691588785	29500	4000	3663394	8	"xylG#1"	4	1
"xylG"	"missense"	"p6"	0.0603448275862	30000	11500	3663490	17	"xylG#1"	4	1
"intergenic"	"intergenic"	"p6"	0.0125	29500	24000	3664127	10	"xylG#2"	3	0
"intergenic"	"intergenic"	"p6"	0.0845070422535	16500	16000	3664521	6	"xylH"	4	0
"intergenic"	"intergenic"	"p6"	0.0769230769231	19500	11000	3664529	12	"xylH"	4	0
"intergenic"	"intergenic"	"p6"	0.0606060606061	19500	1000	3664549	46	"xylH"	4	0
"intergenic"	"intergenic"	"p6"	0.0714285714286	20000	500	3664553	40	"xylH"	4	0
"intergenic"	"intergenic"	"p6"	0.125	20500	1000	3664554	65	"xylH"	4	0
"intergenic"	"intergenic"	"p6"	0.0571428571429	46500	500	3664555	51	"xylH"	4	0
"intergenic"	"intergenic"	"p6"	0.130434782609	21000	1000	3664559	59	"xylH"	4	0
"intergenic"	"intergenic"	"p6"	0.0547945205479	50000	500	3664560	44	"xylH"	4	0
"intergenic"	"intergenic"	"p6"	0.05	47000	1000	3664561	36	"xylH"	4	0
"intergenic"	"intergenic"	"p6"	0.047619047619	20500	3000	3664568	36	"xylH"	4	0
"intergenic"	"intergenic"	"p6"	0.952380952381	45500	1000	3664850	28	"xylH"	4	0
"intergenic"	"intergenic"	"p6"	0.0985915492958	46500	18500	3664918	12	"xylH"	4	0
"xylR"	"missense"	"p6"	0.111111111111	19000	19000	3665633	13	"xylR"	3	1
"xylR"	"missense"	"p6"	1	18500	1000	3665708	88	"xylR"	3	1
"xylR"	"missense"	"p6"	0.0128205128205	5500	5500	3665800	8	"xylR"	3	1
"xylR"	"nonsense"	"p6"	0.117647058824	14500	14000	3665890	13	"xylR"	3	1
"xylR"	"missense"	"p6"	0.0866666666667	35500	15000	3666402	15	"xylR"	3	1
"bax"	"missense"	"p6"	0.192307692308	8000	3500	3666886	7	"bax"	3	0
"malS"	"missense"	"p6"	1	18500	2500	3668205	93	"malS"	6	2
"malS"	"missense"	"p6"	0.133333333333	22000	1000	3668244	29	"malS"	6	2
"malS"	"missense"	"p6"	1	18500	11500	3669881	77	"malS"	6	2
"avtA"	"promoter"	"p6"	0.0561797752809	10000	1000	3670093	56	"IR2944"	7	1
"avtA"	"promoter"	"p6"	0.0740740740741	20500	500	3670122	89	"IR2944"	7	1
"avtA"	"missense"	"p6"	0.0975609756098	19500	500	3670182	96	"avtA"	8	1
"avtA"	"missense"	"p6"	1	18000	1000	3670428	86	"avtA"	8	1
"avtA"	"missense"	"p6"	0.02	29000	20000	3671221	8	"avtA"	8	1
"yiaI"	"missense"	"p6"	0.0526315789474	16000	6500	3671669	7	"yiaI"	4	0
"yiaI"	"missense"	"p6"	0.0757575757576	16500	8000	3671680	18	"yiaI"	4	0
"yiaJ"	"missense"	"p6"	0.69	41000	8000	3672300	24	"yiaJ"	4	0
"yiaJ"	"missense"	"p6"	0.114285714286	14000	500	3672322	38	"yiaJ"	4	0
